CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN00467,T6000,2024,Diesel 6-Cylinder,135000,3
VIN00468,T6000,2023,Diesel Turbo,135000,3
VIN00469,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00470,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00471,T9000,2023,Diesel 6-Cylinder,195000,2
VIN00472,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00473,T2000,2020,Diesel Turbo,85000,4
VIN00474,T8000,2024,Diesel 6-Cylinder,160000,3
VIN00475,T6000,2024,Diesel 6-Cylinder,135000,3
VIN00476,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00477,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00478,T6000,2020,Diesel 8-Cylinder,135000,3
VIN00479,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00480,T6000,2023,Diesel 6-Cylinder,135000,3
VIN00481,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00482,T9000,2021,Diesel 8-Cylinder,195000,2
VIN00483,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00484,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00485,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00486,T8000,2024,Diesel 6-Cylinder,160000,3
VIN00487,T8000,2020,Diesel Turbo,160000,3
VIN00488,T4000,2022,Diesel Turbo,110000,4
VIN00489,T9000,2024,Diesel 6-Cylinder,195000,2
VIN00490,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00491,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00492,T8000,2020,Diesel 6-Cylinder,160000,3
VIN00493,T8000,2022,Diesel 6-Cylinder,160000,3
VIN00494,T4000,2023,Diesel Turbo,110000,4
VIN00495,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00496,T4000,2020,Diesel 8-Cylinder,110000,4
VIN00497,T9000,2022,Diesel 6-Cylinder,195000,2
VIN00498,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00499,T6000,2021,Diesel Turbo,135000,3
VIN00500,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00501,T9000,2020,Diesel 8-Cylinder,195000,2
VIN00502,T2000,2021,Diesel Turbo,85000,4
VIN00503,T9000,2024,Diesel Turbo,195000,2
VIN00504,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00505,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00506,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00507,T2000,2023,Diesel Turbo,85000,4
VIN00508,T4000,2024,Diesel Turbo,110000,4
VIN00509,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00510,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00511,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00512,T6000,2020,Diesel Turbo,135000,3
VIN00513,T9000,2020,Diesel Turbo,195000,2
VIN00514,T4000,2024,Diesel Turbo,110000,4
VIN00515,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00516,T6000,2022,Diesel 8-Cylinder,135000,3
VIN00517,T6000,2022,Diesel 6-Cylinder,135000,3
VIN00518,T2000,2020,Diesel Turbo,85000,4
VIN00519,T6000,2022,Diesel 6-Cylinder,135000,3
VIN00520,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00521,T8000,2021,Diesel Turbo,160000,3
VIN00522,T4000,2023,Diesel Turbo,110000,4
VIN00523,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00524,T6000,2023,Diesel 6-Cylinder,135000,3
VIN00525,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00526,T8000,2022,Diesel 8-Cylinder,160000,3
VIN00527,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00528,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00529,T4000,2020,Diesel Turbo,110000,4
VIN00530,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00531,T4000,2023,Diesel Turbo,110000,4
VIN00532,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00533,T9000,2023,Diesel Turbo,195000,2
VIN00534,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00535,T8000,2023,Diesel 6-Cylinder,160000,3
VIN00536,T4000,2021,Diesel Turbo,110000,4
VIN00537,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00538,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00539,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00540,T6000,2022,Diesel 8-Cylinder,135000,3
VIN00541,T2000,2022,Diesel Turbo,85000,4
VIN00542,T9000,2022,Diesel Turbo,195000,2
VIN00543,T9000,2020,Diesel 6-Cylinder,195000,2
VIN00544,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00545,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00546,T2000,2024,Diesel Turbo,85000,4
VIN00547,T8000,2020,Diesel 6-Cylinder,160000,3
VIN00548,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00549,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00550,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00551,T4000,2020,Diesel Turbo,110000,4
VIN00552,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00553,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00554,T9000,2020,Diesel Turbo,195000,2
VIN00555,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00556,T9000,2020,Diesel 8-Cylinder,195000,2
VIN00557,T8000,2023,Diesel 6-Cylinder,160000,3
VIN00558,T9000,2022,Diesel Turbo,195000,2
VIN00559,T9000,2023,Diesel 6-Cylinder,195000,2
VIN00560,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00561,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00562,T8000,2022,Diesel Turbo,160000,3
VIN00563,T2000,2020,Diesel Turbo,85000,4
VIN00564,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00565,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00566,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00567,T8000,2021,Diesel 8-Cylinder,160000,3
VIN00568,T2000,2024,Diesel Turbo,85000,4
VIN00569,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00570,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00571,T2000,2023,Diesel Turbo,85000,4
VIN00572,T4000,2023,Diesel Turbo,110000,4
VIN00573,T2000,2022,Diesel Turbo,85000,4
VIN00574,T2000,2023,Diesel Turbo,85000,4
VIN00575,T4000,2021,Diesel Turbo,110000,4
VIN00576,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00577,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00578,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00579,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00580,T9000,2024,Diesel 8-Cylinder,195000,2
VIN00581,T8000,2022,Diesel 6-Cylinder,160000,3
VIN00582,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00583,T2000,2022,Diesel Turbo,85000,4
VIN00584,T4000,2024,Diesel Turbo,110000,4
VIN00585,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00586,T2000,2024,Diesel Turbo,85000,4
VIN00587,T9000,2022,Diesel Turbo,195000,2
VIN00588,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00589,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00590,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00591,T6000,2020,Diesel 8-Cylinder,135000,3
VIN00592,T8000,2024,Diesel 8-Cylinder,160000,3
VIN00593,T6000,2022,Diesel 8-Cylinder,135000,3
VIN00594,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00595,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00596,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00597,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00598,T2000,2022,Diesel Turbo,85000,4
VIN00599,T9000,2022,Diesel 8-Cylinder,195000,2
VIN00600,T2000,2022,Diesel Turbo,85000,4
VIN00601,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00602,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00603,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00604,T2000,2023,Diesel Turbo,85000,4
VIN00605,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00606,T9000,2022,Diesel 6-Cylinder,195000,2
VIN00607,T8000,2023,Diesel Turbo,160000,3
VIN00608,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00609,T2000,2023,Diesel Turbo,85000,4
VIN00610,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00611,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00612,T2000,2024,Diesel Turbo,85000,4
VIN00613,T6000,2022,Diesel Turbo,135000,3
VIN00614,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00615,T2000,2022,Diesel Turbo,85000,4
VIN00616,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00617,T2000,2020,Diesel Turbo,85000,4
VIN00618,T4000,2022,Diesel Turbo,110000,4
VIN00619,T2000,2023,Diesel Turbo,85000,4
VIN00620,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00621,T8000,2024,Diesel Turbo,160000,3
VIN00622,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00623,T4000,2022,Diesel Turbo,110000,4
VIN00624,T9000,2021,Diesel 6-Cylinder,195000,2
VIN00625,T6000,2023,Diesel Turbo,135000,3
VIN00626,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00627,T6000,2023,Diesel Turbo,135000,3
VIN00628,T4000,2024,Diesel Turbo,110000,4
VIN00629,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00630,T2000,2024,Diesel Turbo,85000,4
VIN00631,T8000,2024,Diesel 8-Cylinder,160000,3
VIN00632,T4000,2024,Diesel Turbo,110000,4
VIN00633,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00634,T4000,2020,Diesel 8-Cylinder,110000,4
VIN00635,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00636,T4000,2020,Diesel Turbo,110000,4
VIN00637,T4000,2024,Diesel Turbo,110000,4
VIN00638,T2000,2020,Diesel Turbo,85000,4
VIN00639,T4000,2024,Diesel Turbo,110000,4
VIN00640,T6000,2023,Diesel 6-Cylinder,135000,3
VIN00641,T8000,2021,Diesel 6-Cylinder,160000,3
VIN00642,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00643,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00644,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00645,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00646,T8000,2020,Diesel Turbo,160000,3
VIN00647,T2000,2021,Diesel Turbo,85000,4
VIN00648,T2000,2023,Diesel Turbo,85000,4
VIN00649,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00650,T9000,2022,Diesel Turbo,195000,2
VIN00651,T4000,2022,Diesel Turbo,110000,4
VIN00652,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00653,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00654,T8000,2021,Diesel Turbo,160000,3
VIN00655,T6000,2022,Diesel 8-Cylinder,135000,3
VIN00656,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00657,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00658,T8000,2023,Diesel 8-Cylinder,160000,3
VIN00659,T9000,2021,Diesel 8-Cylinder,195000,2
VIN00660,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00661,T9000,2022,Diesel Turbo,195000,2
VIN00662,T4000,2021,Diesel Turbo,110000,4
VIN00663,T2000,2024,Diesel Turbo,85000,4
VIN00664,T2000,2020,Diesel Turbo,85000,4
VIN00665,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00666,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00667,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00668,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00669,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00670,T9000,2021,Diesel 8-Cylinder,195000,2
VIN00671,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00672,T6000,2022,Diesel 8-Cylinder,135000,3
VIN00673,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00674,T6000,2021,Diesel Turbo,135000,3
VIN00675,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00676,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00677,T9000,2023,Diesel 8-Cylinder,195000,2
VIN00678,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00679,T2000,2024,Diesel Turbo,85000,4
VIN00680,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00681,T4000,2024,Diesel Turbo,110000,4
VIN00682,T4000,2021,Diesel Turbo,110000,4
VIN00683,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00684,T2000,2023,Diesel Turbo,85000,4
VIN00685,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00686,T6000,2022,Diesel Turbo,135000,3
VIN00687,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00688,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00689,T4000,2020,Diesel 8-Cylinder,110000,4
VIN00690,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00691,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00692,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00693,T8000,2022,Diesel 8-Cylinder,160000,3
VIN00694,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00695,T2000,2022,Diesel Turbo,85000,4
VIN00696,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00697,T2000,2023,Diesel Turbo,85000,4
VIN00698,T4000,2022,Diesel Turbo,110000,4
VIN00699,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00700,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00701,T4000,2023,Diesel Turbo,110000,4
VIN00702,T9000,2022,Diesel 8-Cylinder,195000,2
VIN00703,T6000,2023,Diesel Turbo,135000,3
VIN00704,T8000,2021,Diesel 6-Cylinder,160000,3
VIN00705,T6000,2024,Diesel 6-Cylinder,135000,3
VIN00706,T4000,2024,Diesel Turbo,110000,4
VIN00707,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00708,T2000,2024,Diesel Turbo,85000,4
VIN00709,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00710,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00711,T2000,2021,Diesel Turbo,85000,4
VIN00712,T4000,2020,Diesel Turbo,110000,4
VIN00713,T4000,2020,Diesel 8-Cylinder,110000,4
VIN00714,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00715,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00716,T6000,2022,Diesel Turbo,135000,3
VIN00717,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00718,T6000,2024,Diesel 6-Cylinder,135000,3
VIN00719,T2000,2022,Diesel Turbo,85000,4
VIN00720,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00721,T9000,2023,Diesel 6-Cylinder,195000,2
VIN00722,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00723,T8000,2023,Diesel 8-Cylinder,160000,3
VIN00724,T9000,2023,Diesel 8-Cylinder,195000,2
VIN00725,T8000,2023,Diesel 8-Cylinder,160000,3
VIN00726,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00727,T6000,2022,Diesel 6-Cylinder,135000,3
VIN00728,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00729,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00730,T8000,2022,Diesel 8-Cylinder,160000,3
VIN00731,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00732,T4000,2021,Diesel 6-Cylinder,110000,4
VIN00733,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00734,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00735,T8000,2023,Diesel Turbo,160000,3
VIN00736,T8000,2020,Diesel 6-Cylinder,160000,3
VIN00737,T2000,2020,Diesel Turbo,85000,4
VIN00738,T2000,2024,Diesel Turbo,85000,4
VIN00739,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00740,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00741,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00742,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00743,T8000,2024,Diesel 8-Cylinder,160000,3
VIN00744,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00745,T2000,2021,Diesel Turbo,85000,4
VIN00746,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00747,T2000,2024,Diesel Turbo,85000,4
VIN00748,T8000,2021,Diesel Turbo,160000,3
VIN00749,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00750,T2000,2022,Diesel Turbo,85000,4
VIN00751,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00752,T6000,2023,Diesel 6-Cylinder,135000,3
VIN00753,T2000,2021,Diesel Turbo,85000,4
VIN00754,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00755,T8000,2021,Diesel 8-Cylinder,160000,3
VIN00756,T9000,2024,Diesel 8-Cylinder,195000,2
VIN00757,T9000,2024,Diesel Turbo,195000,2
VIN00758,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00759,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00760,T8000,2020,Diesel Turbo,160000,3
VIN00761,T6000,2021,Diesel 6-Cylinder,135000,3
VIN00762,T2000,2024,Diesel Turbo,85000,4
VIN00763,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00764,T8000,2024,Diesel Turbo,160000,3
VIN00765,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00766,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00767,T9000,2020,Diesel 6-Cylinder,195000,2
VIN00768,T9000,2020,Diesel Turbo,195000,2
VIN00769,T9000,2023,Diesel 6-Cylinder,195000,2
VIN00770,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00771,T9000,2024,Diesel 8-Cylinder,195000,2
VIN00772,T8000,2023,Diesel 8-Cylinder,160000,3
VIN00773,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00774,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00775,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00776,T9000,2022,Diesel 8-Cylinder,195000,2
VIN00777,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00778,T6000,2020,Diesel 8-Cylinder,135000,3
VIN00779,T4000,2024,Diesel Turbo,110000,4
VIN00780,T6000,2022,Diesel 6-Cylinder,135000,3
VIN00781,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00782,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00783,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00784,T8000,2023,Diesel Turbo,160000,3
VIN00785,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00786,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00787,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00788,T2000,2024,Diesel Turbo,85000,4
VIN00789,T9000,2024,Diesel 6-Cylinder,195000,2
VIN00790,T8000,2020,Diesel Turbo,160000,3
VIN00791,T2000,2020,Diesel 8-Cylinder,85000,4
VIN00792,T2000,2021,Diesel 6-Cylinder,85000,4
VIN00793,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00794,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00795,T6000,2024,Diesel 8-Cylinder,135000,3
VIN00796,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00797,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00798,T2000,2022,Diesel Turbo,85000,4
VIN00799,T9000,2020,Diesel Turbo,195000,2
VIN00800,T8000,2023,Diesel 6-Cylinder,160000,3
VIN00801,T2000,2020,Diesel Turbo,85000,4
VIN00802,T2000,2021,Diesel Turbo,85000,4
VIN00803,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00804,T8000,2020,Diesel 8-Cylinder,160000,3
VIN00805,T9000,2023,Diesel Turbo,195000,2
VIN00806,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00807,T6000,2020,Diesel Turbo,135000,3
VIN00808,T9000,2020,Diesel 6-Cylinder,195000,2
VIN00809,T4000,2023,Diesel Turbo,110000,4
VIN00810,T4000,2020,Diesel Turbo,110000,4
VIN00811,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00812,T6000,2022,Diesel Turbo,135000,3
VIN00813,T9000,2020,Diesel Turbo,195000,2
VIN00814,T9000,2021,Diesel 6-Cylinder,195000,2
VIN00815,T9000,2024,Diesel 8-Cylinder,195000,2
VIN00816,T2000,2020,Diesel Turbo,85000,4
VIN00817,T9000,2024,Diesel Turbo,195000,2
VIN00818,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00819,T2000,2021,Diesel Turbo,85000,4
VIN00820,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00821,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00822,T4000,2023,Diesel Turbo,110000,4
VIN00823,T8000,2022,Diesel 8-Cylinder,160000,3
VIN00824,T8000,2021,Diesel Turbo,160000,3
VIN00825,T6000,2024,Diesel Turbo,135000,3
VIN00826,T9000,2020,Diesel 6-Cylinder,195000,2
VIN00827,T4000,2020,Diesel 8-Cylinder,110000,4
VIN00828,T6000,2024,Diesel Turbo,135000,3
VIN00829,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00830,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00831,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00832,T4000,2024,Diesel Turbo,110000,4
VIN00833,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00834,T8000,2020,Diesel 6-Cylinder,160000,3
VIN00835,T2000,2023,Diesel Turbo,85000,4
VIN00836,T8000,2021,Diesel Turbo,160000,3
VIN00837,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00838,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00839,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00840,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00841,T4000,2024,Diesel Turbo,110000,4
VIN00842,T4000,2020,Diesel 6-Cylinder,110000,4
VIN00843,T4000,2020,Diesel Turbo,110000,4
VIN00844,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00845,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00846,T8000,2024,Diesel 6-Cylinder,160000,3
VIN00847,T4000,2021,Diesel Turbo,110000,4
VIN00848,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00849,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00850,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00851,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00852,T4000,2021,Diesel Turbo,110000,4
VIN00853,T6000,2024,Diesel Turbo,135000,3
VIN00854,T2000,2020,Diesel 6-Cylinder,85000,4
VIN00855,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00856,T8000,2023,Diesel 8-Cylinder,160000,3
VIN00857,T4000,2023,Diesel Turbo,110000,4
VIN00858,T9000,2021,Diesel 8-Cylinder,195000,2
VIN00859,T2000,2021,Diesel 8-Cylinder,85000,4
VIN00860,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00861,T2000,2023,Diesel Turbo,85000,4
VIN00862,T8000,2022,Diesel 8-Cylinder,160000,3
VIN00863,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00864,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00865,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00866,T6000,2024,Diesel 6-Cylinder,135000,3
VIN00867,T9000,2023,Diesel Turbo,195000,2
VIN00868,T2000,2022,Diesel Turbo,85000,4
VIN00869,T2000,2023,Diesel Turbo,85000,4
VIN00870,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00871,T2000,2021,Diesel Turbo,85000,4
VIN00872,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00873,T4000,2024,Diesel 8-Cylinder,110000,4
VIN00874,T4000,2024,Diesel Turbo,110000,4
VIN00875,T9000,2023,Diesel Turbo,195000,2
VIN00876,T2000,2022,Diesel Turbo,85000,4
VIN00877,T8000,2024,Diesel Turbo,160000,3
VIN00878,T6000,2020,Diesel 6-Cylinder,135000,3
VIN00879,T8000,2022,Diesel 6-Cylinder,160000,3
VIN00880,T6000,2020,Diesel Turbo,135000,3
VIN00881,T9000,2023,Diesel 8-Cylinder,195000,2
VIN00882,T9000,2023,Diesel 6-Cylinder,195000,2
VIN00883,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00884,T4000,2024,Diesel Turbo,110000,4
VIN00885,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00886,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00887,T8000,2024,Diesel Turbo,160000,3
VIN00888,T4000,2022,Diesel 6-Cylinder,110000,4
VIN00889,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00890,T9000,2020,Diesel 6-Cylinder,195000,2
VIN00891,T8000,2021,Diesel 8-Cylinder,160000,3
VIN00892,T2000,2023,Diesel 6-Cylinder,85000,4
VIN00893,T4000,2022,Diesel 8-Cylinder,110000,4
VIN00894,T2000,2023,Diesel 8-Cylinder,85000,4
VIN00895,T2000,2020,Diesel Turbo,85000,4
VIN00896,T2000,2022,Diesel Turbo,85000,4
VIN00897,T2000,2021,Diesel Turbo,85000,4
VIN00898,T2000,2021,Diesel Turbo,85000,4
VIN00899,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00900,T9000,2021,Diesel 8-Cylinder,195000,2
VIN00901,T6000,2021,Diesel Turbo,135000,3
VIN00902,T6000,2023,Diesel 6-Cylinder,135000,3
VIN00903,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00904,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00905,T6000,2021,Diesel 8-Cylinder,135000,3
VIN00906,T8000,2020,Diesel Turbo,160000,3
VIN00907,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00908,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00909,T2000,2023,Diesel Turbo,85000,4
VIN00910,T9000,2022,Diesel Turbo,195000,2
VIN00911,T4000,2023,Diesel Turbo,110000,4
VIN00912,T2000,2022,Diesel 8-Cylinder,85000,4
VIN00913,T6000,2022,Diesel Turbo,135000,3
VIN00914,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00915,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00916,T2000,2021,Diesel Turbo,85000,4
VIN00917,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00918,T4000,2023,Diesel 6-Cylinder,110000,4
VIN00919,T4000,2024,Diesel Turbo,110000,4
VIN00920,T9000,2021,Diesel Turbo,195000,2
VIN00921,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00922,T2000,2023,Diesel Turbo,85000,4
VIN00923,T2000,2022,Diesel 6-Cylinder,85000,4
VIN00924,T4000,2021,Diesel 8-Cylinder,110000,4
VIN00925,T9000,2024,Diesel Turbo,195000,2
VIN00926,T4000,2023,Diesel 8-Cylinder,110000,4
VIN00927,T6000,2023,Diesel 8-Cylinder,135000,3
VIN00928,T2000,2024,Diesel 6-Cylinder,85000,4
VIN00929,T8000,2021,Diesel 8-Cylinder,160000,3
VIN00930,T2000,2021,Diesel Turbo,85000,4
VIN00931,T2000,2023,Diesel Turbo,85000,4
VIN00932,T6000,2023,Diesel Turbo,135000,3
VIN00933,T4000,2024,Diesel 6-Cylinder,110000,4
VIN00934,T2000,2024,Diesel 8-Cylinder,85000,4
VIN00935,T4000,2020,Diesel Turbo,110000,4
VIN00936,T4000,2021,Diesel 8-Cylinder,110000,4
